CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
VIRTUAL CONTROL SYSTEMS LTD,4856995,,,27 MAIN STREET,OVERTON,MORECAMBE,LANCASHIRE,,LA3 3HF,Private Limited Company,Active,United Kingdom,,06/08/2003,30,11,31/08/2024,30/11/2022,TOTAL EXEMPTION FULL,03/09/2016,06/08/2015,2,2,0,0,62020 - Information technology consultancy activities,62030 - Computer facilities management activities,62090 - Other information technology service activities,,0,0,http://business.data.gov.uk/id/company/04856995,,,,,,,,,,,,,,,,,,,,,20/08/2024,06/08/2023
VISITSAFE LIMITED,2177280,,,39 NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3PA,Private Limited Company,Active,United Kingdom,,13/10/1987,31,8,31/05/2024,31/08/2022,UNAUDITED ABRIDGED,16/01/2017,19/12/2015,0,0,0,0,47540 - Retail sale of electrical household appliances in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/02177280,,,,,,,,,,,,,,,,,,,,,26/12/2023,12/12/2022
VP EXOTICS PET SERVICES LTD,9934102,,,WHITTAM HOUSE OXCLIFFE ROAD,HEATON WITH OXCLIFFE,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3EG,Private Limited Company,Active,United Kingdom,,04/01/2016,31,1,31/10/2024,31/01/2023,MICRO ENTITY,01/02/2017,,0,0,0,0,75000 - Veterinary activities,,,,0,0,http://business.data.gov.uk/id/company/09934102,,,,,,,,,,,,,,,,,,,,,17/01/2024,03/01/2023
VW REES LTD,13875935,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,27/01/2022,5,4,05/01/2025,05/04/2023,MICRO ENTITY,24/02/2023,,0,0,0,0,82920 - Packaging activities,,,,0,0,http://business.data.gov.uk/id/company/13875935,,,,,,,,,,,,,,,,,,,,,09/02/2024,26/01/2023
W ILLINGWORTH & SONS LIMITED,5999114,,,12 TRANMERE CRESCENT,MORECAMBE,LANCASHIRE,,,LA3 2BD,Private Limited Company,Active,United Kingdom,,15/11/2006,31,3,31/12/2023,31/03/2022,MICRO ENTITY,13/12/2016,15/11/2015,2,2,0,0,43290 - Other construction installation,43310 - Plastering,43390 - Other building completion and finishing,,0,0,http://business.data.gov.uk/id/company/05999114,06/06/2011,HILLCREST N W LIMITED,,,,,,,,,,,,,,,,,,,29/11/2023,15/11/2022
WAGTAILSMORECAMBE LTD,14311667,,,73 YORKSHIRE STREET,,MORECAMBE,,ENGLAND,LA3 1QF,Private Limited Company,Active,United Kingdom,,22/08/2022,31,10,22/05/2024,,NO ACCOUNTS FILED,19/09/2023,,0,0,0,0,"47760 - Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",,,,0,0,http://business.data.gov.uk/id/company/14311667,,,,,,,,,,,,,,,,,,,,,04/09/2024,21/08/2023
WANNOPS FARMS LTD,4376415,,,HEATON HALL FARM,HEATON WITH OXCLIFFE,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 3EU,Private Limited Company,Active,United Kingdom,,19/02/2002,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,02/01/2017,05/12/2015,1,1,0,0,01410 - Raising of dairy cattle,,,,0,0,http://business.data.gov.uk/id/company/04376415,07/12/2018,M.E. WANNOP & SONS LIMITED,,,,,,,,,,,,,,,,,,,19/12/2023,05/12/2022
WARREN CONTRACTING SERVICES (NW) LTD,8517094,,,UNIT 1 BORROWDALE BUSINESS PARK,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3BS,Private Limited Company,Active,United Kingdom,,07/05/2013,31,5,29/02/2024,31/05/2022,UNAUDITED ABRIDGED,04/06/2017,07/05/2016,1,1,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/08517094,,,,,,,,,,,,,,,,,,,,,21/05/2024,07/05/2023
WARRINER SERVICES LTD,11835618,,,93 CHATSWORTH ROAD,CHATSWORTH ROAD,MORECAMBE,,UNITED KINGDOM,LA3 1BL,Private Limited Company,Active,United Kingdom,,19/02/2019,28,2,30/11/2023,28/02/2022,DORMANT,18/03/2020,,0,0,0,0,49420 - Removal services,,,,0,0,http://business.data.gov.uk/id/company/11835618,,,,,,,,,,,,,,,,,,,,,03/03/2024,18/02/2023
WATCH DOMAIN LTD,15005232,,,7 OXCLIFFE ROAD,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1PR,Private Limited Company,Active,United Kingdom,,15/07/2023,31,7,15/04/2025,,NO ACCOUNTS FILED,12/08/2024,,0,0,0,0,47770 - Retail sale of watches and jewellery in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/15005232,,,,,,,,,,,,,,,,,,,,,28/07/2024,
WATER SCULPTURES LIMITED,3557214,,,UNIT 4 STEVANT WAY,NORTHGATE WHITE LUND,MORECAMBE,LANCASHIRE,,LA3 3PU,Private Limited Company,Active,United Kingdom,,01/05/1998,30,11,31/08/2024,30/11/2022,TOTAL EXEMPTION FULL,27/04/2017,30/03/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,90020 - Support activities to performing arts,,,0,0,http://business.data.gov.uk/id/company/03557214,,,,,,,,,,,,,,,,,,,,,30/10/2023,16/10/2022
WAYNE JOBEY BUILDING AND ROOFING CONTRACTORS LTD,11202379,,,14 NORFOLK AVENUE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1JF,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,13/02/2018,28,2,30/11/2022,28/02/2021,MICRO ENTITY,13/03/2019,,0,0,0,0,41202 - Construction of domestic buildings,43910 - Roofing activities,,,0,0,http://business.data.gov.uk/id/company/11202379,,,,,,,,,,,,,,,,,,,,,26/02/2023,12/02/2022
WBS (NW) LTD,10467706,,,UNIT 1 BORROWDALE BUSINESS PARK,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 3BS,Private Limited Company,Active,United Kingdom,,08/11/2016,30,11,31/08/2024,30/11/2022,DORMANT,06/12/2017,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/10467706,,,,,,,,,,,,,,,,,,,,,21/11/2023,07/11/2022
WELL CONSULTANCY LIMITED,10398744,,,39 GREENFINCH WAY,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2GR,Private Limited Company,Active,United Kingdom,,28/09/2016,29,9,29/06/2024,30/09/2022,UNAUDITED ABRIDGED,26/10/2017,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10398744,,,,,,,,,,,,,,,,,,,,,12/10/2023,28/09/2022
WEST 1 (MORECAMBE) MANAGEMENT COMPANY LIMITED,5886501,,,GROSVENOR APARTMENTS,SANDYLANDS PROMENADE,MORECAMBE,LANCS,,LA3 1GW,Private Limited Company,Active,United Kingdom,,25/07/2006,31,12,30/09/2024,31/12/2022,MICRO ENTITY,22/08/2016,25/07/2015,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/05886501,,,,,,,,,,,,,,,,,,,,,10/08/2024,27/07/2023
WEST DENTON LTD,13884638,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,01/02/2022,5,4,05/01/2025,05/04/2023,MICRO ENTITY,01/03/2023,,0,0,0,0,82920 - Packaging activities,,,,0,0,http://business.data.gov.uk/id/company/13884638,,,,,,,,,,,,,,,,,,,,,14/02/2024,31/01/2023
WEST DULWICH LTD,13887508,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,02/02/2022,5,4,05/01/2025,05/04/2023,MICRO ENTITY,02/03/2023,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/13887508,,,,,,,,,,,,,,,,,,,,,15/02/2024,01/02/2023
WEST END DENTURE LAB (MORECAMBE) LTD,12519161,,,62-64 YORKSHIRE STREET,,MORECAMBE,,ENGLAND,LA3 1QF,Private Limited Company,Active,United Kingdom,,16/03/2020,31,3,31/12/2023,31/03/2022,MICRO ENTITY,13/04/2021,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/12519161,,,,,,,,,,,,,,,,,,,,,29/03/2024,15/03/2023
WEST END DISCOUNTS LTD,14280083,,,32 REGENT ROAD,,MORECAMBE,,ENGLAND,LA3 1QN,Private Limited Company,Active,United Kingdom,,05/08/2022,31,8,05/05/2024,,NO ACCOUNTS FILED,02/09/2023,,0,0,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14280083,,,,,,,,,,,,,,,,,,,,,18/08/2024,04/08/2023
WEST END PLAYERS CIC,15018300,,,21C YORKSHIRE STREET,,MORECAMBE,,ENGLAND,LA3 1QE,Community Interest Company,Active,United Kingdom,,21/07/2023,31,7,21/04/2025,,NO ACCOUNTS FILED,18/08/2024,,0,0,0,0,59112 - Video production activities,90010 - Performing arts,90020 - Support activities to performing arts,,0,0,http://business.data.gov.uk/id/company/15018300,,,,,,,,,,,,,,,,,,,,,03/08/2024,
WEST SHORE COURT RESIDENTS LIMITED,9398092,,,FLAT 2,34 SANDYLANDS PROMENADE,MORECAMBE,LANCASHIRE,ENGLAND,LA3 1DW,Private Limited Company,Active,United Kingdom,,20/01/2015,31,1,31/10/2023,31/01/2022,DORMANT,17/02/2017,20/01/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/09398092,,,,,,,,,,,,,,,,,,,,,03/02/2024,20/01/2023
WEST TOWER COUNTRY HOUSE LIMITED,4077291,,,16 BAZIL LANE,OVERTON,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3JB,Private Limited Company,Active,United Kingdom,,25/09/2000,31,3,31/12/2023,31/03/2022,AUDITED ABRIDGED,23/10/2016,25/09/2015,9,2,0,7,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id/company/04077291,,,,,,,,,,,,,,,,,,,,,09/10/2023,25/09/2022
WEST TOWER PROPERTY LIMITED,8165119,,,16 BAZIL LANE,OVERTON,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3JB,Private Limited Company,Active,United Kingdom,,02/08/2012,31,3,31/12/2023,31/03/2022,AUDITED ABRIDGED,30/08/2016,02/08/2015,3,1,0,2,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id/company/08165119,,,,,,,,,,,,,,,,,,,,,30/12/2023,16/12/2022
WESTBACK LIMITED,5523882,,,WHITE LUND METALS UNITS 1 & 2 NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3AY,Private Limited Company,Active,United Kingdom,,01/08/2005,31,10,31/07/2023,31/10/2021,MICRO ENTITY,29/08/2016,01/08/2015,2,2,0,0,38320 - Recovery of sorted materials,,,,0,0,http://business.data.gov.uk/id/company/05523882,,,,,,,,,,,,,,,,,,,,,14/08/2024,31/07/2023
WESTGATE CARAVAN PARK LIMITED,7127036,,,WESTGATE CARAVAN PARK,WESTGATE,MORECAMBE,LANCASHIRE,,LA3 3DE,Private Limited Company,Active,United Kingdom,,15/01/2010,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,12/02/2017,15/01/2016,0,0,0,0,"55300 - Recreational vehicle parks, trailer parks and camping grounds",,,,0,0,http://business.data.gov.uk/id/company/07127036,,,,,,,,,,,,,,,,,,,,,29/01/2024,15/01/2023
WESTGATE SERVICE CENTRE LTD,13254941,,,WESTGATE SERVICES,MIDDLEGATE,MORECAMBE,,UNITED KINGDOM,LA3 3BN,Private Limited Company,Active,United Kingdom,,09/03/2021,30,4,31/01/2024,30/04/2022,MICRO ENTITY,06/04/2022,,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/13254941,,,,,,,,,,,,,,,,,,,,,22/03/2024,08/03/2023
WESTMORLAND HOUSE RESIDENTS ASSOCIATION (1994) LIMITED,2913737,MRS DORIS LORD,,"FLAT 6 WESTMORLAND HOUSE, SANDYLANDS PROMENADE",HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 1DW,Private Limited Company,Active,United Kingdom,,29/03/1994,31,3,31/12/2023,31/03/2022,MICRO ENTITY,26/04/2017,29/03/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02913737,,,,,,,,,,,,,,,,,,,,,20/10/2023,06/10/2022
WETPIXEL LTD,11657743,,,15 OAKLEY ROAD,HEYSHAM,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1NR,Private Limited Company,Active,United Kingdom,,03/11/2018,29,11,29/11/2023,30/11/2021,MICRO ENTITY,01/12/2019,,0,0,0,0,79120 - Tour operator activities,,,,0,0,http://business.data.gov.uk/id/company/11657743,,,,,,,,,,,,,,,,,,,,,29/11/2023,15/11/2022
WF BIRD LTD,13890507,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,03/02/2022,5,4,05/01/2024,05/04/2022,MICRO ENTITY,03/03/2023,,0,0,0,0,82920 - Packaging activities,,,,0,0,http://business.data.gov.uk/id/company/13890507,,,,,,,,,,,,,,,,,,,,,13/02/2024,30/01/2023
WHITE & GREY LIMITED,10389085,,,C/O 36 REGENT ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1QN,Private Limited Company,Active,United Kingdom,,22/09/2016,30,6,31/03/2024,30/06/2022,MICRO ENTITY,20/10/2017,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/10389085,,,,,,,,,,,,,,,,,,,,,12/11/2023,29/10/2022
WHITE LUND TYRES & EXHAUST LIMITED,4206361,,,9 & 10 FORESTGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3PD,Private Limited Company,Active,United Kingdom,,26/04/2001,31,7,30/04/2025,31/07/2023,MICRO ENTITY,24/05/2017,26/04/2016,0,0,0,0,45320 - Retail trade of motor vehicle parts and accessories,,,,0,0,http://business.data.gov.uk/id/company/04206361,,,,,,,,,,,,,,,,,,,,,07/06/2024,24/05/2023
WHITE SPUR LIMITED,8063088,,,370 HEYSHAM ROAD,HEYSHAM,MORECAMBE,LANCASHIRE,,LA3 2BJ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,09/05/2012,31,5,29/02/2024,31/05/2022,DORMANT,06/06/2017,09/05/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/08063088,,,,,,,,,,,,,,,,,,,,,23/05/2023,09/05/2022
WHITEFIELD SERVICES LIMITED,4300779,,,19 WHITEFIELD PLACE,MORECAMBE,LANCASHIRE,,,LA3 3EA,Private Limited Company,Active,United Kingdom,,08/10/2001,30,6,31/03/2024,30/06/2022,TOTAL EXEMPTION FULL,05/11/2016,08/10/2015,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/04300779,,,,,,,,,,,,,,,,,,,,,20/01/2024,06/01/2023
WHITEGATE JOINERY LTD,13653441,,,WHITEGATE JOINERY WHITEGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,UNITED KINGDOM,LA3 3BT,Private Limited Company,Active,United Kingdom,,30/09/2021,30,9,30/06/2024,30/09/2022,TOTAL EXEMPTION FULL,28/10/2022,,0,0,0,0,16230 - Manufacture of other builders' carpentry and joinery,43320 - Joinery installation,,,0,0,http://business.data.gov.uk/id/company/13653441,,,,,,,,,,,,,,,,,,,,,13/10/2023,29/09/2022
WHITEGATE MOTORS LIMITED,5938977,,,WHITEGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3BS,Private Limited Company,Active,United Kingdom,,18/09/2006,30,9,30/06/2024,30/09/2022,MICRO ENTITY,16/10/2016,18/09/2015,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/05938977,,,,,,,,,,,,,,,,,,,,,23/04/2024,09/04/2023
WHITEWELLS CATERING SUPPLIES LIMITED,3253620,,,WAREHOUSE 2 SOUTH QUAY,HEYSHAM PORT,HEYSHAM,LANCASHIRE,UNITED KINGDOM,LA3 2XE,Private Limited Company,Active,United Kingdom,,23/09/1996,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,21/10/2016,23/09/2015,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/03253620,,,,,,,,,,,,,,,,,,,,,04/05/2024,20/04/2023
WICHAID LTD,13489870,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,02/07/2021,5,4,05/01/2024,05/04/2022,MICRO ENTITY,30/07/2022,,0,0,0,0,82920 - Packaging activities,,,,0,0,http://business.data.gov.uk/id/company/13489870,,,,,,,,,,,,,,,,,,,,,11/07/2024,27/06/2023
WILK PROPERTIES LTD,14747424,,,26 NORFOLK AVENUE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1JF,Private Limited Company,Active,United Kingdom,,21/03/2023,31,3,21/12/2024,,NO ACCOUNTS FILED,18/04/2024,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/14747424,,,,,,,,,,,,,,,,,,,,,03/04/2024,
WILSON DYER LTD,9188810,WILSON DYER LTD,,BIG STORAGE CENTRE NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3PA,Private Limited Company,Active,United Kingdom,,28/08/2014,31,8,31/05/2024,31/08/2022,DORMANT,25/09/2016,28/08/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/09188810,,,,,,,,,,,,,,,,,,,,,01/09/2024,18/08/2023
WINCKLEY 263 LTD,14309957,,,39 NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 3PA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,22/08/2022,31,8,22/05/2024,,NO ACCOUNTS FILED,19/09/2023,,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/14309957,,,,,,,,,,,,,,,,,,,,,20/10/2023,06/10/2022
WISHLINKZ LIMITED,13443492,,,18 CURLEW GROVE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2SN,Private Limited Company,Active,United Kingdom,,07/06/2021,30,6,31/03/2024,30/06/2022,MICRO ENTITY,05/07/2022,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,58190 - Other publishing activities,59111 - Motion picture production activities,82302 - Activities of conference organisers,0,0,http://business.data.gov.uk/id/company/13443492,,,,,,,,,,,,,,,,,,,,,20/06/2024,06/06/2023
WOLLIWXIM LTD,13527100,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,23/07/2021,5,4,05/01/2024,05/04/2022,MICRO ENTITY,20/08/2022,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/13527100,,,,,,,,,,,,,,,,,,,,,05/08/2023,22/07/2022
WONG'S ORIENTAL MART LIMITED,12056891,,,72 TWEMLOW PARADE,,HEYSHAM,,ENGLAND,LA3 2AL,Private Limited Company,Active,United Kingdom,,18/06/2019,30,6,31/03/2024,30/06/2022,MICRO ENTITY,16/07/2020,,0,0,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12056891,,,,,,,,,,,,,,,,,,,,,01/07/2024,17/06/2023
WOODBANK MARINE LIMITED,8099786,,,4 WEMYSS CLOSE,,HEYSHAM,,ENGLAND,LA3 2UG,Private Limited Company,Active,United Kingdom,,11/06/2012,30,6,31/03/2024,30/06/2022,MICRO ENTITY,09/07/2017,11/06/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/08099786,,,,,,,,,,,,,,,,,,,,,25/06/2024,11/06/2023
WOODGATE HOLDINGS (UK) LIMITED,6387954,,,WOODGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3PS,Private Limited Company,Active,United Kingdom,,02/10/2007,31,10,31/07/2024,31/10/2022,MICRO ENTITY,21/12/2016,23/11/2015,2,2,0,0,64209 - Activities of other holding companies n.e.c.,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/06387954,,,,,,,,,,,,,,,,,,,,,01/01/2024,18/12/2022
WOODGATE STORAGE SOLUTIONS LTD,13181741,,,WOODGATE BUSINESS CENTRE MIDDLEGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3PS,Private Limited Company,Active,United Kingdom,,05/02/2021,28,2,30/11/2024,28/02/2023,DORMANT,05/03/2022,,0,0,0,0,52103 - Operation of warehousing and storage facilities for land transport activities,,,,0,0,http://business.data.gov.uk/id/company/13181741,08/02/2021,WOODGATE STRORAGE SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,18/02/2024,04/02/2023
WOODLANDS MOT CENTRE (MORECAMBE) LIMITED,8404324,,,15 WOODLANDS DRIVE,HEYSHAM,MORECAMBE,,UNITED KINGDOM,LA3 1LZ,Private Limited Company,Active,United Kingdom,,15/02/2013,29,6,29/03/2024,30/06/2022,MICRO ENTITY,15/03/2017,15/02/2016,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/08404324,16/05/2017,WOODLANDS MOT & REPAIR CENTRE LIMITED,09/12/2015,GM SERVICES (SKERTON) LIMITED,,,,,,,,,,,,,,,,,14/05/2024,30/04/2023
WORLD CBD AWARDS LTD,11908762,,,OFFICE 5 NORTHGATE BUSINESS CENTRE NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3PA,Private Limited Company,Active,United Kingdom,,27/03/2019,31,3,31/12/2023,31/03/2022,MICRO ENTITY,24/04/2020,,0,0,0,0,82302 - Activities of conference organisers,,,,0,0,http://business.data.gov.uk/id/company/11908762,,,,,,,,,,,,,,,,,,,,,05/07/2024,21/06/2023
X.O.EASE FITNESS LTD,11159787,,,27 ROBIN CRESCENT,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2WG,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,19/01/2018,30,9,30/06/2022,30/09/2020,MICRO ENTITY,16/02/2019,,0,0,0,0,93130 - Fitness facilities,96040 - Physical well-being activities,,,0,0,http://business.data.gov.uk/id/company/11159787,,,,,,,,,,,,,,,,,,,,,01/02/2022,18/01/2021
XANORRYBA LTD,13525748,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,22/07/2021,5,4,05/01/2024,05/04/2022,MICRO ENTITY,19/08/2022,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/13525748,,,,,,,,,,,,,,,,,,,,,04/08/2024,21/07/2023
XE CONSULTING LIMITED,14902292,,,4 CYPRUS ROAD,HEYSHAM,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 2QP,Private Limited Company,Active,United Kingdom,,30/05/2023,31,5,28/02/2025,,NO ACCOUNTS FILED,27/06/2024,,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/14902292,,,,,,,,,,,,,,,,,,,,,12/06/2024,
XH CORBETT LTD,14501678,,,18 LORDSOME ROAD,,MORECAMBE,,,LA3 1JB,Private Limited Company,Active,United Kingdom,,23/11/2022,30,11,23/08/2024,,NO ACCOUNTS FILED,21/12/2023,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/14501678,,,,,,,,,,,,,,,,,,,,,06/12/2023,
XS MITCHELL LTD,14175871,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,16/06/2022,30,6,16/03/2024,,NO ACCOUNTS FILED,14/07/2023,,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/14175871,,,,,,,,,,,,,,,,,,,,,29/06/2024,15/06/2023
XSB TRAINING LIMITED,12977447,,,8 FARRIERS FOLD,,HEYSHAM,LANCASHIRE,ENGLAND,LA3 2FB,Private Limited Company,Active,United Kingdom,,27/10/2020,31,10,31/07/2024,31/10/2022,MICRO ENTITY,24/11/2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12977447,,,,,,,,,,,,,,,,,,,,,09/11/2023,26/10/2022
XT REID LTD,14179138,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,17/06/2022,30,6,17/03/2024,,NO ACCOUNTS FILED,15/07/2023,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14179138,,,,,,,,,,,,,,,,,,,,,30/06/2024,16/06/2023
XT RICHARDS LTD,14184827,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,21/06/2022,30,6,21/03/2024,,NO ACCOUNTS FILED,19/07/2023,,0,0,0,0,52103 - Operation of warehousing and storage facilities for land transport activities,,,,0,0,http://business.data.gov.uk/id/company/14184827,,,,,,,,,,,,,,,,,,,,,04/07/2024,20/06/2023
XV BARTON LTD,14181895,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,20/06/2022,30,6,20/03/2024,,NO ACCOUNTS FILED,18/07/2023,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14181895,,,,,,,,,,,,,,,,,,,,,03/07/2024,19/06/2023
